timestamp,groundSteering,groundTruth
1584543179519623,-0.096,-0
1584543179620471,-0.1,-0.0299881
1584543179725058,-0.08,-0.0359804
1584543179822411,-0.027,-0.0179858
1584543179920320,-0.027,-0
1584543180019792,-0.027,-0
1584543180119522,-0.027,-0
1584543180221619,-0.03,-0
1584543180319490,-0.033,-0
1584543180419464,-0.036,-0
1584543180519659,-0.032,-0
1584543180620095,-0.032,-0
1584543180721331,-0.042,-0
1584543180819596,-0.003,-0
1584543180919368,-0.012,-0
1584543181019437,-0.007,0.00300058
1584543181119583,-0.037,0.0749791
1584543181221242,0.051,0.098966
1584543181319523,0.066,0.0809714
1584543181419468,0.138,0.0629856
1584543181519362,0.15,0.0599851
1584543181620046,0.15,0.0509833
1584543181721338,0.063,0.0239958
1584543181819233,0.037,0.0120023
1584543181919488,0.029,0.0120023
1584543182019537,0.022,0.00900175
1584543182119273,0.008,-0
1584543182221073,-0.005,-0
1584543182319520,-0.002,-0
1584543182419368,0.004,-0
1584543182519086,-0.036,-0
1584543182619932,0.114,-0
1584543182720857,0.121,-0
1584543182819054,0.129,-0
1584543182919198,0.102,-0
1584543183019088,0.104,-0
1584543183119045,0.109,0.00300058
1584543183221416,0.119,0.0479916
1584543183319207,-0.085,0.0599851
1584543183419179,0.123,0.0599851
1584543183519505,0.141,0.0719785
1584543183619719,0.143,0.0749791
1584543183722047,0.145,0.0749791
1584543183819310,0.098,0.0749791
1584543183919395,0.078,0.0719785
1584543184019122,0.042,0.0629856
1584543184119065,0.031,0.0599851
1584543184220832,-0.003,-0
1584543184319157,-0.003,-0.0269875
1584543184418936,-0.003,-0.173936
1584543184518724,-0.003,-0.173936
1584543184619549,-0.114,-0.200924
1584543184720568,-0.114,-0.290888
1584543184819010,-0.032,-0.290888
1584543184922048,-0.012,-0.290888
1584543185019029,-0.003,-0.290888
1584543185118610,-0.042,-0.290888
1584543185220245,0.005,-0.290888
1584543185318812,0.005,-0.278895
1584543185418665,0.005,-0.143948
1584543185518764,0.001,-0
1584543185619528,0.001,-0
1584543185720703,-0.105,-0
1584543185819061,-0.081,-0
1584543185919185,-0.065,-0.0809625
1584543186018835,-0.044,-0.0809625
1584543186118430,-0.044,-0.164934
1584543186220685,-0.044,-0.0809625
1584543186318510,-0.044,-0.0809625
1584543186418349,-0.036,-0
1584543186618990,-0.044,-0
1584543186720501,-0.17,-0
1584543186818449,-0.122,-0.167935
1584543186918228,-0.122,-0.18893
1584543187018510,-0.118,-0.14994
1584543187120916,-0.122,-0.122953
1584543187220739,-0.267,-0.00599229
1584543187318413,-0.008,0.0569845
1584543187418372,-0.003,0.212926
1584543187518136,-0.158,0.254917
1584543187619028,-0.097,-0
1584543187720345,-0.172,-0
1584543187818388,-0.137,-0
1584543187920668,-0.112,-0
1584543188021156,-0.121,-0.278895
1584543188118187,-0.126,-0
1584543188220302,-0.117,-0
1584543188318288,-0.061,-0
1584543188418174,-0.065,-0
1584543188517917,-0.073,-0
1584543188618744,-0.076,-0
1584543188720064,-0.087,-0
1584543188821004,-0.087,-0
1584543188920085,-0.087,-0
1584543189017878,-0.105,-0.119952
1584543189117852,-0.091,-0.113951
1584543189220056,-0.065,-0.0599762
1584543189318229,-0.065,-0.0509744
1584543189417775,-0.081,-0.0419816
1584543189518133,-0.081,-0.0299881
1584543189618813,-0.081,-0.0299881
1584543189725021,-0.091,-0.0299881
1584543189818041,-0.091,-0.0329798
1584543189918400,-0.091,-0.0329798
1584543190018678,-0.118,-0.125954
1584543190117855,-0.118,-0.176937
1584543190220400,-0.118,-0.191931
1584543190317692,-0.136,-0.2639
1584543190417817,-0.136,-0.290888
1584543190517775,-0.004,-0.290888
1584543190618199,-0.117,-0.275894
1584543190719964,-0.054,-0.173936
1584543190817690,-0.054,-0.101958
1584543190917447,-0.054,-0.137947
1584543191017802,-0.035,-0.140948
1584543191117637,-0.013,-0.0359804
1584543191219853,0.008,-0
1584543191317862,0.028,-0
1584543191417604,0.061,0.188939
1584543191517409,0.078,-0
1584543191618173,0.072,-0
1584543191719585,0.072,-0
1584543191817399,-0.01,-0
1584543191920859,-0.019,-0
1584543192017861,-0.019,-0
1584543192117222,-0.031,-0
1584543192219876,-0.041,-0
1584543192317436,-0.041,-0.0959654
1584543192417111,0.007,-0
1584543192517427,-0.066,-0
1584543192618050,-0.037,-0
1584543192719427,-0.043,-0
1584543192817229,-0.055,-0
1584543192917064,-0.074,-0
1584543193017201,0.001,-0
1584543193117295,0.001,-0
1584543193219238,-0.008,-0
1584543193316964,0.016,-0
1584543193417187,0.018,-0
1584543193517127,0.03,-0
1584543193617877,0.034,-0
1584543193719389,0.034,-0
1584543193816911,0.06,-0
1584543193916881,0.059,-0
1584543194017049,0.061,0.143957
1584543194116856,0.062,-0
1584543194219092,0.059,-0
1584543194316962,0.012,-0
1584543194416762,-0.026,-0
1584543194516752,0.066,-0
1584543194617581,0.078,-0
1584543194718887,0.07,0.290888
1584543194817306,0.056,-0
1584543194917033,-0.001,-0
1584543195016665,-0.065,-0
1584543195116661,-0.091,-0
1584543195218912,-0.083,-0
1584543195316599,-0.083,-0.014994
1584543195416579,-0.083,-0.00599229
1584543195519407,-0.083,-0.0959654
1584543195620548,0.001,-0.113951
1584543195718871,-0.118,-0.242905
1584543195816876,-0.118,-0.242905
1584543195916667,-0.019,-0.236913
1584543196016478,-0.107,-0.191931
1584543196116667,-0.028,-0.0989571
1584543196218536,-0.1,-0.0509744
1584543196316665,-0.1,-0
1584543196418935,-0.1,-0.140948
1584543196617637,-0.105,-0.143948
1584543196718916,-0.022,-0.281895
1584543196816352,-0.022,-0.290888
1584543196916345,-0.098,-0.290888
1584543197016465,-0.098,-0.290888
1584543197116323,-0.175,-0.290888
1584543197218552,-0.175,-0.290888
1584543197316664,-0.064,-0
1584543197416178,0.045,-0
1584543197516275,0.077,-0
1584543197617017,0.09,-0
1584543197718160,0.088,0.290888
1584543197816267,0.082,-0
1584543197916280,0.078,-0
1584543198018981,0.03,-0
1584543198116235,0.068,-0
1584543198218619,-0.053,-0
1584543198316001,-0.065,-0
1584543198416002,-0.08,-0
1584543198516214,-0.082,-0
1584543198616632,-0.032,-0
1584543198717999,-0.04,-0.152941
1584543198819659,-0.002,-0
1584543198918215,0.022,-0
1584543199016267,0.022,-0.0239869
1584543199116210,0.03,-0
1584543199217930,-0.053,-0
1584543199316048,-0.049,-0
1584543199416428,0.043,-0
1584543199515803,0.037,-0
1584543199616422,0.026,-0
1584543199718439,0.012,-0
1584543199815800,-0.01,-0
1584543199916003,0.037,-0
1584543200015983,0.024,-0
1584543200115991,-0.007,-0
1584543200217899,-0.011,-0.104958
1584543200316310,0.035,-0.14994
1584543200418744,-0.028,-0
1584543200516207,-0.036,-0
1584543200617192,-0.031,-0.0509744
1584543200718154,-0.032,-0.00299171
1584543200815680,-0.038,-0.00299171
1584543200915873,-0.015,-0
1584543201015503,-0.029,-0
1584543201115635,-0.109,-0
1584543201221473,-0.098,-0.170936
1584543201316673,-0.085,-0.110959
1584543201415522,-0.056,-0
1584543201515709,-0.013,-0.0179858
1584543201616118,-0.114,-0.0179858
1584543201717776,-0.104,-0.0599762
1584543201816091,-0.093,-0.0899643
1584543201916255,-0.078,-0.0899643
1584543202018843,-0.078,-0.0809625
1584543202115436,-0.078,-0.14994
1584543202217633,-0.078,-0.164934
1584543202315380,-0.078,-0.128954
1584543202415658,-0.078,-0.125954
1584543202515532,-0.078,-0.125954
1584543202616413,-0.065,-0.125954
1584543202717554,-0.065,-0.104958
1584543202815545,-0.065,-0.0599762
1584543202915168,-0.065,-0.0479827
1584543203015539,-0.085,-0.0359804
1584543203115262,-0.062,-0.00299171
1584543203217441,-0.062,-0
1584543203315333,-0.062,-0
1584543203415176,-0.128,-0
1584543203515024,-0.122,-0
1584543203615812,-0.122,-0
1584543203716842,-0.105,-0.0119935
1584543203814951,-0.105,-0.113951
1584543203915103,-0.088,-0.0569756
1584543204014914,-0.055,-0
1584543204114905,-0.055,-0.116952
1584543204216876,-0.15,-0.14994
1584543204314840,-0.145,-0.14694
1584543204414876,-0.145,-0.128954
1584543204515402,-0.063,-0.128954
1584543204615479,-0.04,-0.128954
1584543204716590,-0.012,-0.0869637
1584543204815300,-0.012,-0
1584543204914743,-0.061,-0
1584543205014674,-0.15,-0
1584543205115144,-0.044,-0.203924
1584543205216350,-0.045,-0.22492
1584543205314628,-0.149,-0.18893
1584543205414961,-0.118,-0
1584543205514628,-0.047,-0
1584543205615231,-0.06,-0
1584543205716541,0.021,0.143957
1584543205814545,0.08,0.098966
1584543205914544,0.08,-0
1584543206014652,0.052,-0
1584543206114673,0.039,-0
1584543206216205,0.044,-0
1584543206314577,0.034,-0
1584543206414660,0.019,-0
1584543206514348,0.03,0.00900175
1584543206615269,0.031,-0
1584543206716049,-0.019,0.00300058
1584543206814354,0.132,0.131955
1584543206914460,0.131,0.119961
1584543207014281,0.143,0.0269964
1584543207114232,0.098,0.00600117
1584543207216106,-0.062,-0
1584543207314220,-0.11,-0
1584543207414209,-0.111,0.0329887
1584543207514371,-0.061,0.215927
1584543207614867,0.02,-0
1584543207719358,-0.009,-0
1584543207814532,-0.009,-0
1584543207914322,-0.009,-0.236913
1584543208014230,-0.009,-0.257908
1584543208114281,-0.009,-0.227911
1584543208215711,-0.009,-0.221919
1584543208314128,-0.009,-0.200924
1584543208414476,-0.263,-0.179929
1584543208514247,-0.263,-0.158942
1584543208614928,-0.263,-0.116952
1584543208715938,-0.072,-0.0749702
1584543208814242,-0.163,-0.0329798
1584543208914031,-0.134,-0
1584543209014119,-0.134,-0
1584543209114228,-0.087,-0.0269875
1584543209219230,-0.043,-0.0809625
1584543209316587,-0.01,-0.0839631
1584543209414331,-0.01,-0.134946
1584543209514123,-0.01,-0.134946
1584543209614674,-0.289,-0.134946
1584543209715934,-0.289,-0.125954
1584543209814030,-0.289,-0
1584543209914237,-0.287,-0
1584543210014049,-0.101,-0
1584543210114024,-0.113,-0
1584543210216034,-0.045,-0
1584543210313778,0.009,-0.00299171
1584543210413910,-0.056,-0
1584543210514352,-0.056,-0
1584543210614384,-0.053,-0
1584543210715709,-0.073,-0
1584543210813902,-0.01,-0
1584543210914054,-0.059,-0
1584543211014074,-0.059,-0
1584543211114027,-0.012,-0
1584543211215890,0.029,-0
1584543211313767,-0.047,-0
1584543211413817,-0.007,-0
1584543211513502,-0.007,-0
1584543211614194,-0.048,-0.0269875
1584543211715679,-0.02,-0.0839631
1584543211813542,-0.02,-0.0899643
1584543211913574,-0.02,-0.0869637
1584543212014064,-0.02,-0.0869637
1584543212113414,-0.116,-0.0869637
1584543212215670,-0.075,-0.119952
1584543212314462,-0.075,-0.122953
1584543212413403,-0.117,-0.125954
1584543212513698,-0.075,-0.182929
1584543212614208,-0.005,-0.269902
1584543212716100,-0.13,-0.290888
1584543212813596,-0.068,-0.290888
1584543212913546,-0.178,-0.194923
1584543213013474,-0.131,-0.194923
1584543213113176,-0.131,-0.152941
1584543213215946,-0.138,-0
1584543213313755,-0.051,-0
1584543213413288,0.011,0.290888
1584543213513282,0.048,0.290888
1584543213616985,0.023,-0
1584543213715311,0.056,-0
1584543213813276,-0.015,-0
1584543213913092,-0.072,-0.290888
1584543214013346,-0.085,-0
1584543214113222,-0.085,-0
1584543214215261,-0.086,-0
1584543214312961,-0.024,-0
1584543214416009,-0.024,-0
1584543214513246,-0.049,-0
1584543214613881,-0.063,-0
1584543214715242,0.023,-0
1584543214813419,0.017,-0
1584543214913065,0.009,-0
1584543215013088,-0,0.0569845
1584543215112796,-0,0.0779797
1584543215218993,-0,-0
1584543215313652,0.034,-0
1584543215412783,0.011,-0
1584543215512894,-0.006,-0
1584543215613764,0.005,-0.104958
1584543215715025,-0.093,-0
1584543215812904,-0.057,-0
1584543215913228,-0.047,-0
1584543216015444,-0.04,-0
1584543216115990,0.037,-0
1584543216215873,0.037,-0
1584543216313782,-0.014,-0
1584543216412920,-0.008,-0
1584543216513472,-0.018,-0
1584543216613798,0.001,-0
1584543216715166,0.008,-0
1584543216812652,-0.036,-0
1584543216912756,-0.008,-0
1584543217012529,0.029,-0
1584543217112921,-0.024,-0
1584543217214694,-0.035,-0
1584543217312785,0.029,-0
1584543217412822,-0.053,-0
1584543217512415,-0.05,-0
1584543217615826,-0.027,-0.0179858
1584543217714941,0.003,-0.0779708
1584543217812656,0.003,-0.0809625
1584543217912243,-0.066,-0.14994
1584543218012442,-0.019,-0.14994
1584543218112218,-0.237,-0.155942
1584543218214340,-0.237,-0.176937
1584543218312531,-0.007,-0.179929
1584543218412537,-0.007,-0.167935
1584543218512110,-0.007,-0.158942
1584543218612925,-0.007,-0.158942
1584543218714591,-0.007,-0.158942
1584543218812368,-0.007,-0.131946
1584543218912191,0.015,-0.0179858
1584543219012052,0.046,-0.014994
1584543219112362,0.065,-0
1584543219214256,0.065,-0
1584543219312502,0.013,-0
1584543219412444,0.018,-0
1584543219512182,-0,-0
1584543219613237,-0.028,-0
1584543219713912,0.023,-0
1584543219812187,0.037,-0
1584543219915037,0.053,-0
1584543220011805,0.077,0.0179946
1584543220112125,0.069,0.221928
1584543220214143,0.053,-0
1584543220311719,0.053,-0
1584543220411889,-0.018,-0
1584543220511735,-0.041,-0
1584543220612369,-0.055,-0
1584543220717907,-0.065,-0
1584543220811925,-0.011,-0
1584543220911619,0.013,-0
1584543221011773,-0.013,-0
1584543221111578,-0.005,-0
1584543221213655,-0.012,-0
1584543221311700,-0.011,-0.290888
1584543221411545,-0.023,-0
1584543221511552,-0.139,-0.0269875
1584543221612551,-0.139,-0.290888
1584543221713555,-0.03,-0
1584543221811545,-0.03,-0
1584543221911641,-0.03,-0
1584543222011470,-0.027,-0.266901
1584543222111426,-0.027,-0.290888
1584543222213620,-0.027,-0
1584543222311440,-0.027,-0
1584543222411596,-0.117,-0
1584543222511613,-0.117,-0.218918
1584543222612258,-0.117,-0.173936
1584543222713426,-0.042,-0.0629768
1584543222811474,-0.135,-0
1584543222911478,-0.092,-0
1584543223011303,-0.092,-0
1584543223111440,-0.059,-0.0719696
1584543223213377,-0.059,-0.110959
1584543223311403,-0.059,-0.119952
1584543223411469,-0.133,-0.143948
1584543223511565,-0.1,-0.0779708
1584543223615264,-0.051,-0.00899288
1584543223714025,-0.151,-0.00899288
1584543223811339,-0.151,-0.0119935
1584543223911628,-0.151,-0.0599762
1584543224012072,-0.108,-0.0869637
1584543224111178,-0.088,-0.0869637
1584543224213779,-0.044,-0.0869637
1584543224311264,-0.166,-0.119952
1584543224411274,-0.166,-0.140948
1584543224511072,-0.128,-0.143948
1584543224611813,-0.128,-0.143948
1584543224712650,-0.153,-0.140948
1584543224810880,-0.12,-0.140948
1584543224911098,-0.079,-0.0509744
1584543225010843,-0.091,-0
1584543225110918,-0.091,-0
1584543225212779,-0.059,-0
1584543225311127,-0.063,-0
1584543225410896,-0.023,-0.140948
1584543225511004,-0.028,-0.0869637
1584543225611494,-0.097,-0
1584543225712681,-0.06,-0
1584543225813764,-0.091,-0
1584543225911023,-0.094,-0
1584543226011044,-0.04,-0
1584543226110867,-0.039,-0
1584543226212740,-0.042,-0
1584543226310639,-0.049,-0
1584543226410831,-0.058,-0
1584543226510587,-0.072,-0
1584543226611344,-0,-0
1584543226712603,0.08,-0
1584543226810541,0.081,0.0719785
1584543226910469,0.081,0.0719785
1584543227010694,0.062,0.0719785
1584543227110427,-0.082,0.0749791
1584543227212388,0.013,0.0719785
1584543227310623,0.112,0.0629856
1584543227410379,0.073,0.0269964
1584543227510352,0.035,0.0269964
1584543227611736,-0.009,0.0269964
1584543227712318,0.14,0.0269964
1584543227810585,0.14,0.0269964
1584543227910464,0.138,0.029997
1584543228010310,0.135,0.0539839
1584543228110658,0.094,0.0629856
1584543228212906,0.122,0.0629856
1584543228310326,0.036,0.0629856
1584543228410569,0.085,0.0629856
1584543228510487,0.056,0.0629856
1584543228610875,-0.105,0.0629856
1584543228715870,-0.127,0.0599851
1584543228810895,-0.107,-0
1584543228910154,-0.11,-0.053975
1584543229010074,-0.11,-0.290888
1584543229110313,-0.11,-0.290888
1584543229211828,-0.11,-0.290888
1584543229310142,-0.11,-0.290888
1584543229410367,-0.11,-0.290888
1584543229513031,-0.241,-0.290888
1584543229614049,0.006,-0.290888
1584543229712498,0.006,-0.290888
1584543229809973,0.006,-0.290888
1584543229910212,-0.17,-0.290888
1584543230010202,-0.133,-0.290888
1584543230110286,-0.089,-0.290888
1584543230211871,-0.104,-0
1584543230310003,-0.282,-0
1584543230413384,-0.249,-0
1584543230509983,-0.183,-0
1584543230611153,-0.186,-0
1584543230711896,-0.191,-0
1584543230809784,-0.074,-0
1584543230909976,-0.072,-0
1584543231009815,-0.07,-0.170936
1584543231109645,-0.068,-0.176937
1584543231211873,-0.068,-0
1584543231309709,-0.197,-0
1584543231409659,-0.078,-0
1584543231509845,-0.203,-0.0269875
1584543231610248,-0.204,-0.0329798
1584543231711684,-0.08,-0.0329798
1584543231809698,-0.08,-0.0329798
1584543231912139,-0.079,-0.0449821
1584543232009600,-0.077,-0.0599762
1584543232109745,-0.075,-0.0629768
1584543232212094,-0.071,-0.119952
1584543232309636,-0.07,-0
1584543232410325,-0.07,-0
1584543232509829,-0.072,-0
1584543232610380,-0.073,-0
1584543232715029,-0.072,-0
1584543232813132,-0.072,-0
1584543232909471,-0.072,-0
1584543233009617,-0.072,-0
1584543233109481,-0.072,-0
1584543233211544,-0.073,-0
1584543233309404,-0.073,-0
1584543233309404,-0.073,-0
