timestamp,groundSteering
1584543215908081,0
1584543216008773,0
1584543216109686,0
1584543216210392,0
1584543216311105,0
1584543216411739,0
1584543216512250,0
1584543216612752,0
1584543216713240,0
1584543216813785,0
1584543216914288,0
1584543217014875,0
1584543217115467,0
1584543217215959,0
1584543217316556,0
1584543217417167,0
1584543217517802,0.01798575
1584543217619608,0.0779708
1584543217720400,0.08096252
1584543217821472,0.1499404
1584543217922188,0.1499404
1584543218022923,0.1559416
1584543218123553,0.1769368
1584543218224407,0.1799285
1584543218325071,0.1679351
1584543218425640,0.1589422
1584543218526115,0.1589422
1584543218626693,0.1589422
1584543218727369,0.1319458
1584543218828013,0.01798575
1584543218928686,0.01499404
1584543219029286,0
1584543219129927,0
1584543219230456,0
1584543219331072,0
1584543219431714,0
1584543219532362,0
1584543219633042,0
1584543219733642,0
1584543219834751,0
1584543219935654,0.01799463
1584543220036191,0.2219278
1584543220136898,0
1584543220237538,0
1584543220338293,0
1584543220439275,0
1584543220540208,0
1584543220641370,0
1584543220741373,0
1584543220842009,0
1584543220942665,0
1584543221043311,0
1584543221143974,0
1584543221244647,0.290888
1584543221345293,0
1584543221445937,0.0269875
1584543221546580,0.290888
1584543221647235,0
1584543221747877,0
1584543221848520,0
1584543221949180,0.2669011
1584543222049849,0.290888
1584543222150410,0
1584543222250930,0
1584543222351672,0
1584543222452352,0.2189184
1584543222553011,0.1739362
1584543222653572,0.06297676
1584543222754128,0
1584543222854679,0
1584543222955303,0
1584543223055986,0.07196964
1584543223156632,0.1109595
1584543223257274,0.1199524
1584543223357816,0.1439482
1584543223458443,0.0779708
1584543223559309,0.008992876
1584543223660114,0.008992876
1584543223760771,0.01199346
1584543223861334,0.05997618
1584543223961868,0.08696368
1584543224062423,0.08696368
1584543224162987,0.08696368
1584543224263527,0.1199524
1584543224364087,0.1409476
1584543224464682,0.1439482
1584543224565224,0.1439482
1584543224665788,0.1409476
1584543224766345,0.1409476
1584543224866931,0.05097442
1584543224967508,0
1584543225068027,0
1584543225168582,0
1584543225269073,0
1584543225369681,0.1409476
1584543225470414,0.08696368
1584543225571140,0
