timestamp,groundSteering,groundTruth
1584542908873035,-0.063,-0.0899643
1584542908972983,-0.04,-0.143948
1584542909072821,-0.005,-0.143948
1584542909172487,-0.149,-0.18593
1584542909275191,-0.172,-0.0899643
1584542909372678,-0.068,-0.0899643
1584542909472096,0.005,-0
1584542909572446,-0.064,-0
1584542909672895,0.009,-0
1584542909774217,0.037,-0
1584542909871989,-0.038,-0.0239869
1584542909972127,-0.03,-0.14694
1584542910071965,-0.019,-0
1584542910171937,-0.022,-0
1584542910274253,0.008,-0
1584542910371900,0.008,-0
1584542910471906,0.116,0.146949
1584542910572090,0.114,-0
1584542910672539,0.084,-0
1584542910773997,0.055,-0
1584542910872002,0.03,0.161943
1584542910971908,0.148,0.143957
1584542911072029,0.148,0.0929737
1584542911171945,0.076,0.0569845
1584542911277650,0.018,0.0269964
1584542911372417,0.111,0.0179946
1584542911471938,0.098,0.0120023
1584542911571664,0.079,0.0599851
1584542911672751,0.058,0.0809714
1584542911774742,0.019,0.0899731
1584542911871626,0.019,0.206934
1584542911971804,0.019,0.236922
1584542912074268,0.054,0.242914
1584542912171933,0.039,0.0959743
1584542912273797,-0.003,0.0179946
1584542912371724,-0.034,-0
1584542912471506,-0.053,0.0120023
1584542912571466,-0.068,0.0509833
1584542912672387,-0.078,0.0509833
1584542912773661,0.01,0.00300058
1584542912871571,0.004,0.0239958
1584542912971582,-0.021,0.029997
1584542913071420,-0.023,0.0120023
1584542913171331,0.102,-0
1584542913273678,0.096,-0
1584542913371675,0.085,-0
1584542913471300,0.072,0.131955
1584542913573831,0.053,0.251916
1584542913673214,0.017,0.290888
1584542913773930,0.131,0.290888
1584542913871575,0.078,0.185939
1584542913971284,0.004,-0
1584542914071197,0.002,-0
1584542914171330,0.035,-0
1584542914273974,0.026,-0
1584542914371134,0.088,-0
1584542914471366,0.094,-0
1584542914571075,0.05,0.290888
1584542914671676,0.042,0.290888
1584542914773329,0.012,-0
1584542914871099,-0.026,-0
1584542914971061,-0.05,-0.0359804
1584542915071472,-0.069,-0
1584542915173995,-0.08,-0
1584542915273165,-0.061,-0
1584542915371381,-0.037,-0
1584542915471166,0.002,-0
1584542915571068,-0.027,-0
1584542915672057,-0.022,-0
1584542915772789,-0.016,-0
1584542915870931,-0.009,-0
1584542915973716,0.002,-0
1584542916071023,0.006,-0
1584542916170757,0.012,-0
1584542916273052,0.019,-0
1584542916370899,0.03,-0
1584542916470706,0.047,-0
1584542916571108,0.022,0.206934
1584542916671419,0.022,-0
1584542916776562,0.168,-0
1584542916871380,0.145,0.260909
1584542916970804,0.024,-0.104958
1584542917070592,0.017,-0
1584542917171092,0.041,-0
1584542917272368,0.014,-0
1584542917370572,0.076,-0
1584542917470692,0.071,-0
1584542917573515,0.063,0.203933
1584542917671308,0.049,0.200933
1584542917772220,0.024,0.185939
1584542917870667,0.213,0.179937
1584542917970513,0.036,0.221928
1584542918070763,0.036,0.128963
1584542918170583,-0.001,-0
1584542918272671,0.003,-0
1584542918370765,0.018,-0
1584542918470637,0.09,-0
1584542918570532,0.087,-0
1584542918671191,0.067,0.203933
1584542918772430,0.034,0.0929737
1584542918870298,0.173,0.0899731
1584542918970452,0.158,0.0689779
1584542919073114,0.158,0.0239958
1584542919170463,-0.019,-0
1584542919272805,-0.035,-0
1584542919370145,-0.007,-0
1584542919470100,-0.017,-0
1584542919570261,-0.02,-0.0419816
1584542919670736,-0.032,-0.0239869
1584542919772076,-0.046,-0
1584542919870191,0.066,-0
1584542919970095,-0.023,-0
1584542920070164,-0.013,-0
1584542920170335,-0.007,-0
1584542920272276,0.01,-0
1584542920369906,0.031,-0
1584542920470097,-0.069,0.125962
1584542920569919,-0.054,-0
1584542920671123,0.064,-0
1584542920772256,0.042,-0
1584542920869890,-0.007,-0
1584542920969813,-0.019,-0
1584542921069978,-0.025,-0
1584542921169774,-0.034,-0
1584542921272034,-0.047,-0.18593
1584542921369932,-0.062,-0
1584542921469732,-0.051,-0
1584542921569902,-0.017,-0
1584542921670671,0.005,-0
1584542921771873,0.02,-0
1584542921869708,0.028,-0
1584542921969999,0.04,-0
1584542922069640,0.053,-0
1584542922169657,0.001,0.125962
1584542922272057,0.001,0.122962
1584542922369901,-0.002,0.0749791
1584542922469611,0.009,0.0329887
1584542922570310,0.035,0.0120023
1584542922673526,-0.018,-0
1584542922772536,0.032,-0
1584542922870085,0.033,-0
1584542922970465,0.027,-0
1584542923069747,0.004,0.0239958
1584542923170115,0.103,0.0239958
1584542923271908,0.095,0.0239958
1584542923369354,0.087,0.0239958
1584542923473537,0.075,0.0929737
1584542923570308,0.056,0.0929737
1584542923669952,0.027,0.0689779
1584542923771600,0.255,0.0689779
1584542923869239,0.249,0.098966
1584542923969427,0.242,0.098966
1584542924069367,0.238,0.182938
1584542924169237,0.229,0.212926
1584542924271417,0.305,0.290888
1584542924369480,0.275,0.290888
1584542924469245,0.241,0.290888
1584542924569196,0.262,0.290888
1584542924670209,0.227,0.290888
1584542924771130,0.227,0.242914
1584542924869078,0.227,-0
1584542924969589,0.227,-0
1584542925069036,0.227,-0
1584542925169519,0.227,-0
1584542925271227,0.085,-0.053975
1584542925369196,0.047,-0
1584542925468938,0.043,0.188939
1584542925569118,0.023,-0
1584542925669569,0.137,-0
1584542925869316,0.137,0.0120023
1584542925968943,0.08,-0
1584542926068990,0.065,-0
1584542926169059,0.043,-0
1584542926270718,0.009,-0
1584542926368838,0.009,-0
1584542926469005,-0.053,-0
1584542926571959,-0.049,-0
1584542926670037,-0.045,-0
1584542926771407,-0.037,0.0629856
1584542926868645,-0.031,0.290888
1584542926968618,-0.023,-0
1584542927068824,0.024,-0
1584542927168582,-0.059,-0
1584542927270557,-0.063,-0
1584542927368744,-0.012,-0
1584542927468511,-0.012,-0
1584542927568478,-0.008,-0.0269875
1584542927669321,0.01,-0.290888
1584542927770482,-0.064,-0
1584542927868508,-0.053,-0
1584542927968628,0.015,-0
1584542928068383,0.005,0.0479916
1584542928168365,0.005,0.221928
1584542928270649,0.005,0.125962
1584542928368589,0.005,0.00600117
1584542928468353,0.086,0.233921
1584542928568496,0.022,0.206934
1584542928668987,0.209,0.197932
1584542928770387,0.209,0.164943
1584542928868447,0.019,0.164943
1584542928968524,0.093,0.140956
1584542929068242,0.027,0.0749791
1584542929168373,0.064,0.0150029
1584542929270720,-0.031,-0
1584542929368241,0.047,-0
1584542929468408,0.043,-0
1584542929568176,0.058,-0
1584542929668918,0.027,-0
1584542929770711,0.021,0.0899731
1584542929868279,0.158,0.185939
1584542929968143,0.159,0.206934
1584542930068226,0.159,0.173945
1584542930168193,0.159,0.0539839
1584542930270247,0.041,-0
1584542930368209,0.003,-0
1584542930468026,0.003,-0
1584542930568108,-0.095,-0
1584542930668783,-0.092,-0.239914
1584542930770086,-0.149,-0
1584542930867886,-0.152,-0
1584542930968044,-0.045,-0
1584542931067838,0.001,-0.137947
1584542931167829,-0.186,-0
1584542931270113,-0.186,-0
1584542931367890,-0.174,-0.152941
1584542931467762,-0.048,-0
1584542931568052,-0.013,-0
1584542931668399,-0.156,-0.290888
1584542931769814,-0.144,-0.290888
1584542931868154,-0.186,-0.290888
1584542931967822,-0.174,-0
1584542932067654,-0.148,-0
1584542932167939,-0.116,-0.014994
1584542932269889,-0.149,-0.290888
1584542932367682,-0.146,-0
1584542932467890,-0.088,-0
1584542932567630,-0.038,-0.104958
1584542932668291,-0.084,-0.0989571
1584542932769855,-0.081,-0
1584542932867646,-0.055,-0
1584542932967485,-0.004,-0
1584542933067674,-0.041,-0.0599762
1584542933167631,0.084,-0
1584542933269606,0.102,-0
1584542933367577,0.103,-0
1584542933467397,0.103,0.0120023
1584542933567486,0.101,0.290888
1584542933668186,0.095,0.290888
1584542933769426,0.085,-0
1584542933867690,0.055,-0
1584542933968358,0.007,0.290888
1584542934067248,0.163,0.290888
1584542934167357,0.164,0.257917
1584542934269825,0.238,-0
1584542934368068,0.215,0.272911
1584542934467313,0.078,0.290888
1584542934567479,0.032,0.290888
1584542934668053,0.159,-0
1584542934769194,0.159,-0
1584542934867295,0.068,0.188939
1584542934967105,0.012,0.290888
1584542935067119,0.001,-0
1584542935167288,0.001,-0
1584542935269033,0.062,0.0150029
1584542935367174,0.031,0.125962
1584542935467399,0.032,0.137956
1584542935567148,0.014,0.137956
1584542935667609,-0.008,0.134955
1584542935769142,0.082,0.143957
1584542935866931,0.038,0.0659773
1584542935967125,-0.02,-0
1584542936067183,-0.079,-0
1584542936166853,-0.009,-0
1584542936269004,-0.002,0.0749791
1584542936367017,0.032,0.122962
1584542936466799,-0.052,-0
1584542936569407,-0.052,-0
1584542936667626,-0.051,-0
1584542936768923,-0.051,-0
1584542936867107,-0.051,-0
1584542936967028,-0.051,-0
1584542937066820,-0.051,-0
1584542937166699,-0.051,-0
1584542937269144,-0.051,-0
1584542937369860,-0.051,-0
1584542937469392,-0.051,-0
1584542937566871,-0.051,-0
1584542937667397,-0.051,-0
1584542937768623,-0.051,-0
1584542937867095,-0.051,-0
1584542937966909,-0.051,-0
1584542938066752,-0.051,-0
1584542938166651,-0.051,-0
1584542938272357,-0.051,-0
1584542938369411,-0.051,-0
1584542938469019,-0.051,-0
1584542938569185,-0.051,-0
1584542938667128,-0.051,-0
1584542938768775,-0.051,-0
1584542938866604,-0.051,-0
1584542938966611,-0.051,-0
1584542939066814,-0.051,-0
1584542939166421,-0.051,-0
1584542939166421,-0.051,-0
